sgpa,attendance_rate,quiz_avg,assignment_rate,login_frequency,consecutive_absences,mood_score,late_submission_rate,help_seeking_ratio,peer_interaction_score,material_access_rate,attendance_trend,quiz_score_trend,login_frequency_trend,submission_time_ratio,sgpa_delta,risk_velocity,weekly_checkin_streak,attendance_quiz_combined,sgpa_absence_combined,submission_mood_combined,department,faculty,level,semester,status
2.73,0.295,0.48,0.382,0.254,1,0.563,0.471,0.316,0.468,0.644,0.121,-0.089,-0.021,0.289,0.21,-0.0168,0.089,0.017,0.042,0.181,Nursing,FBMS,100,1,GS
1.79,0.19,0.307,0.297,0.022,2,0.0,0.504,0.171,0.138,0.244,-0.003,0.226,0.027,0.0,-0.55,0.0912,0.154,0.0,0.264,0.0,Accounting,FAMSS,300,2,NGS
2.72,0.947,0.618,0.631,0.442,0,0.902,0.444,0.756,0.0,0.456,-0.314,-0.063,-0.19,0.896,0.22,0.0296,0.632,0.422,0.0,0.379,Biochemistry,FNAS,100,1,GS
3.16,0.767,0.8,0.73,0.587,0,0.452,0.03,0.204,0.586,0.813,0.067,-0.012,-0.293,0.62,-0.29,-0.0136,0.614,0.483,0.047,0.279,Industrial Chemistry,FNAS,100,2,GS
3.23,0.415,0.255,0.252,0.03,1,0.633,0.157,0.573,0.709,0.725,-0.046,0.171,0.055,0.161,-0.18,0.0332,0.662,0.061,0.005,0.485,Mathematics,FNAS,400,2,GS
3.24,0.969,0.77,0.866,0.745,0,0.731,0.048,0.685,0.66,0.306,-0.135,0.236,-0.11,0.686,0.13,-0.0397,0.288,0.834,0.0,0.699,Computer Science,FNAS,400,1,GS
2.87,0.476,0.539,0.657,0.349,0,0.778,0.289,0.417,0.0,0.81,0.165,0.145,-0.157,0.397,0.44,-0.039,0.723,0.371,0.095,0.518,Accounting,FAMSS,200,1,GS
2.72,0.414,0.532,0.683,0.35,0,0.544,0.376,0.403,0.342,0.455,0.228,0.224,0.313,0.539,0.19,-0.0644,0.457,0.238,0.103,0.205,Computer Science,FNAS,100,1,GS
3.0,0.891,0.876,0.599,0.368,0,0.314,0.049,0.735,0.314,0.673,-0.365,0.016,0.176,0.604,0.2,0.0435,0.359,0.839,0.0,0.138,History and International Relations,FAMSS,100,2,GS
1.82,0.292,0.369,0.259,0.249,4,0.296,0.089,0.26,0.475,0.79,0.03,-0.295,0.034,0.298,-0.18,-0.0471,0.167,0.22,0.114,0.527,English and Communication,FAMSS,200,1,NGS
2.68,0.467,0.452,0.391,0.113,3,0.633,0.208,0.416,0.211,0.456,0.07,0.037,0.021,0.518,0.39,0.0312,0.337,0.336,0.098,0.489,Architecture,FES,200,1,GS
2.02,0.509,0.517,0.41,0.214,0,0.33,0.482,0.203,0.287,0.312,-0.202,0.198,0.085,0.538,-0.06,0.058,0.184,0.449,0.0,0.262,Biochemistry,FNAS,300,1,GS
3.58,0.816,0.551,0.895,0.846,1,0.542,0.157,0.703,0.711,0.333,0.009,0.3,-0.265,0.659,0.6,-0.012,0.139,0.38,0.0,0.398,History and International Relations,FAMSS,100,1,GS
2.19,0.55,0.402,0.726,0.466,0,0.477,0.274,0.291,0.045,0.488,0.182,0.079,0.281,0.704,-0.19,-0.0493,0.077,0.191,0.023,0.19,Physics and Electronics,FNAS,300,2,GS
3.43,0.712,0.951,1.0,0.731,0,0.825,0.095,0.265,0.437,0.404,-0.023,0.22,-0.101,0.611,0.06,-0.0891,0.617,0.741,0.0,0.794,Business Administration,FAMSS,200,1,GS
3.08,0.549,0.698,0.693,0.656,1,0.767,0.147,0.321,0.696,0.668,0.194,-0.038,0.158,0.866,0.38,-0.0894,0.689,0.442,0.0,0.654,Computer Engineering,FNAS,400,1,GS
2.83,0.767,0.79,0.927,0.523,3,0.807,0.166,0.332,0.024,0.729,0.114,0.179,0.175,0.529,0.09,-0.0271,0.608,0.657,0.094,0.484,Criminology and Security Studies,FAMSS,100,2,GS
3.13,0.59,0.376,0.224,0.301,1,0.565,0.157,0.808,0.304,0.435,-0.269,0.206,0.031,0.147,0.33,-0.1105,0.265,0.22,0.109,0.506,Industrial Chemistry,FNAS,200,2,GS
2.83,0.0,0.088,0.316,0.155,3,0.214,0.257,0.002,0.0,0.239,0.055,0.168,-0.103,0.251,0.03,0.0225,0.0,0.087,0.0,0.274,Software Engineering,FNAS,100,1,NGS
2.95,0.334,0.296,0.281,0.0,2,0.467,0.286,0.565,0.0,0.525,-0.295,-0.017,0.096,0.345,-0.03,-0.0324,0.627,0.044,0.093,0.293,Nursing,FBMS,400,1,GS
2.48,0.478,0.542,0.703,0.409,1,0.741,0.09,0.159,0.217,0.0,-0.255,0.262,-0.073,0.338,0.17,-0.0136,0.743,0.246,0.053,0.735,English and Communication,FAMSS,400,1,GS
2.34,0.622,0.353,0.719,0.482,1,0.5,0.296,0.645,0.486,0.593,0.202,0.089,0.134,0.439,-0.1,-0.0651,0.265,0.277,0.076,0.29,Economics,FAMSS,200,1,GS
2.92,0.785,0.566,0.697,0.667,0,0.437,0.045,0.382,0.261,0.281,0.149,0.083,0.104,0.647,0.27,-0.0391,0.0,0.618,0.0,0.54,Accounting,FAMSS,300,1,GS
2.12,0.486,0.42,0.788,0.446,0,0.568,0.149,0.879,0.682,0.577,0.186,0.186,-0.276,0.487,0.37,0.0556,0.093,0.0,0.0,0.544,Physics and Electronics,FNAS,200,2,GS
2.89,0.693,0.805,0.82,0.825,0,0.751,0.164,0.563,0.0,0.232,0.139,-0.101,0.143,0.744,0.31,-0.0432,0.761,0.555,0.0,0.466,Quantity Surveying,FES,100,1,GS
2.07,1.0,1.0,1.0,1.0,1,0.391,0.221,0.718,0.413,0.849,-0.179,0.186,-0.05,1.0,0.22,-0.15,0.61,1.0,0.076,0.353,Computer Science,FNAS,200,2,GS
2.32,0.759,0.862,0.916,0.842,0,0.554,0.608,0.231,0.371,0.206,0.018,-0.17,-0.351,0.518,0.3,-0.0083,0.467,0.545,0.085,0.31,Cybersecurity,FNAS,100,2,GS
2.01,0.686,0.699,0.757,0.838,2,0.38,0.196,0.276,0.331,0.693,0.103,-0.033,-0.062,0.766,0.22,-0.0272,0.375,0.452,0.077,0.422,History and International Relations,FAMSS,100,2,GS
3.09,1.0,0.771,1.0,0.747,0,0.485,0.219,0.236,0.403,0.551,-0.229,-0.2,0.026,0.905,0.31,-0.0271,0.208,0.86,0.0,0.278,Nursing,FBMS,200,1,GS
2.99,0.661,0.517,0.5,0.601,0,0.546,0.537,0.83,0.0,0.648,0.189,0.289,0.301,0.48,0.19,-0.0747,0.214,0.426,0.0,0.186,Estate Management,FES,400,1,GS
2.37,0.892,0.696,1.0,0.911,0,0.489,0.081,0.347,0.424,0.24,-0.085,0.022,-0.133,0.909,-0.16,-0.0283,0.186,0.683,0.108,0.306,Software Engineering,FNAS,100,2,GS
3.18,0.022,0.0,0.258,0.158,3,0.432,0.403,0.504,0.531,0.114,-0.24,-0.031,0.024,0.029,0.33,0.0667,0.246,0.025,0.0,0.399,Nursing,FBMS,200,2,GS
2.31,0.799,0.905,0.78,0.422,0,0.733,0.295,0.241,0.497,0.923,0.215,-0.047,-0.278,0.709,-0.35,0.0897,0.181,0.746,0.0,0.77,Estate Management,FES,200,1,GS
2.67,0.427,0.542,0.927,0.176,0,0.865,0.278,0.042,0.259,0.619,-0.155,0.035,0.025,0.675,0.1,-0.0436,0.565,0.253,0.0,0.637,Economics,FAMSS,300,1,GS
2.85,0.195,0.444,0.312,0.208,0,0.653,0.176,0.441,0.3,0.0,0.054,0.07,-0.144,0.162,0.11,-0.0226,0.564,0.157,0.0,0.483,Software Engineering,FNAS,200,1,GS
3.33,0.542,0.511,0.351,0.515,0,0.378,0.226,0.486,0.44,0.328,-0.061,0.044,0.119,0.661,0.11,-0.0269,0.551,0.366,0.071,0.358,Mathematics,FNAS,200,2,GS
3.16,0.906,0.732,0.861,0.744,0,0.458,0.0,0.169,0.455,0.734,0.171,0.038,-0.249,0.76,-0.38,-0.125,0.556,0.799,0.0,0.548,Industrial Chemistry,FNAS,300,1,GS
2.49,0.905,0.607,0.741,0.717,1,0.543,0.328,0.602,0.286,0.555,0.011,0.068,0.218,0.817,0.06,0.014,0.704,0.325,0.057,0.281,Health Information Management,FBMS,200,1,GS
1.93,0.6,0.626,0.559,0.352,1,0.452,0.253,0.28,0.43,0.483,0.075,0.103,0.02,0.501,-0.1,0.0485,0.526,0.502,0.0,0.206,Health Information Management,FBMS,100,2,NGS
2.62,0.427,0.5,0.451,0.438,0,0.477,0.104,0.371,0.242,0.816,-0.045,0.207,-0.086,0.57,0.22,-0.086,0.564,0.209,0.028,0.37,Public Health,FBMS,100,2,GS
2.61,0.287,0.451,0.388,0.145,3,0.599,0.082,0.161,0.6,1.0,-0.166,0.034,-0.102,0.223,-0.48,0.0444,0.186,0.143,0.199,0.625,Industrial Chemistry,FNAS,100,2,GS
1.34,0.642,0.832,0.648,0.571,1,0.454,0.428,0.0,0.387,0.982,0.046,0.054,-0.069,0.661,-0.31,0.0668,0.244,0.537,0.086,0.342,Industrial Chemistry,FNAS,100,2,NGS
2.48,0.35,0.614,0.717,0.601,0,0.698,0.442,0.557,0.474,0.83,0.149,0.127,0.094,0.466,-0.28,0.0697,0.49,0.039,0.133,0.396,Software Engineering,FNAS,200,1,GS
3.44,0.686,0.665,0.813,0.475,1,0.62,0.284,0.317,0.834,0.97,-0.058,0.192,-0.098,0.709,-0.36,-0.0791,0.455,0.575,0.087,0.375,Computer Science,FNAS,300,2,GS
3.18,0.843,0.725,1.0,0.722,1,0.791,0.047,0.481,0.384,0.752,0.089,0.007,-0.005,0.797,0.67,0.0635,0.554,0.648,0.009,0.77,Physics and Electronics,FNAS,100,2,GS
2.32,0.536,0.731,0.745,0.704,1,0.479,0.578,0.148,0.038,0.802,0.13,0.161,-0.092,0.643,-0.57,-0.0556,0.458,0.303,0.051,0.125,Accounting,FAMSS,100,2,GS
3.41,0.366,0.673,0.618,0.414,3,0.682,0.467,0.44,0.571,0.309,-0.043,0.18,-0.047,0.557,-0.07,-0.0966,0.164,0.463,0.0,0.278,Public Health,FBMS,200,1,GS
2.29,0.607,0.145,0.578,0.426,1,0.479,0.084,0.37,0.0,0.715,0.042,0.149,0.196,0.296,-0.12,0.0194,0.0,0.054,0.175,0.483,Doctor of Physiotherapy,FBMS,200,1,GS
2.36,0.916,0.558,0.851,0.663,1,0.47,0.183,0.248,0.371,0.722,0.137,0.076,0.083,0.547,-0.21,-0.0081,0.038,0.37,0.064,0.423,Health Information Management,FBMS,100,2,GS
2.17,0.426,0.154,0.311,0.254,3,0.567,0.296,0.141,0.336,0.687,0.132,-0.154,-0.175,0.5,-0.07,0.0269,0.083,0.0,0.008,0.279,Nursing,FBMS,100,2,GS
2.99,0.476,0.298,0.147,0.505,1,0.893,0.031,0.22,0.677,0.42,0.196,0.026,-0.159,0.544,-0.04,0.0023,0.696,0.014,0.011,0.905,Quantity Surveying,FES,200,1,GS
2.85,0.483,0.389,0.539,0.397,1,0.466,0.301,0.098,0.17,0.494,0.07,-0.027,0.021,0.635,-0.29,-0.0455,0.143,0.129,0.051,0.558,Computer Engineering,FNAS,200,1,GS
1.91,0.947,1.0,1.0,0.936,0,0.35,0.03,0.6,0.665,0.892,0.203,-0.031,0.174,0.557,0.16,-0.0283,0.258,0.973,0.124,0.494,Criminology and Security Studies,FAMSS,300,2,GS
0.97,0.285,0.35,0.123,0.008,2,0.421,0.454,0.44,0.0,0.094,0.174,-0.045,0.031,0.418,0.05,0.0094,0.045,0.384,0.073,0.0,Computer Engineering,FNAS,200,1,NGS
2.23,0.409,0.387,0.396,0.351,2,0.534,0.27,0.143,0.218,0.302,0.056,0.026,0.088,0.713,0.38,0.014,0.333,0.0,0.134,0.334,Computer Science,FNAS,100,2,GS
2.96,0.623,0.438,0.823,0.653,0,0.589,0.393,0.614,0.163,0.799,-0.047,0.016,0.271,0.602,0.03,0.0013,0.846,0.023,0.0,0.228,Information Technology,FNAS,200,1,GS
2.62,0.624,0.799,0.65,0.562,0,1.0,0.236,0.519,0.228,0.661,0.316,0.035,-0.025,0.501,0.06,-0.0493,0.421,0.438,0.037,0.623,Estate Management,FES,400,1,GS
2.78,0.811,0.789,0.741,0.684,1,0.373,0.107,0.244,0.203,0.679,-0.182,-0.039,0.118,0.704,0.45,-0.0312,0.568,0.67,0.105,0.357,Computer Engineering,FNAS,100,1,GS
2.31,0.855,0.797,0.837,0.744,0,0.412,0.0,0.337,0.453,0.521,0.03,0.139,0.096,0.5,0.03,-0.0175,0.393,0.541,0.028,0.301,Computer Science,FNAS,100,1,GS
3.17,0.454,0.365,0.582,0.318,4,0.383,0.305,0.0,0.444,0.271,-0.146,-0.055,0.161,0.505,0.38,-0.0254,0.366,0.398,0.0,0.29,Business Administration,FAMSS,400,1,GS
2.9,0.708,0.559,0.615,0.574,0,0.683,0.292,0.628,0.03,0.564,0.018,-0.083,0.052,0.486,-0.48,-0.0592,0.556,0.438,0.0,0.597,Doctor of Physiotherapy,FBMS,400,1,GS
2.58,0.591,0.529,0.588,0.647,1,0.462,0.077,0.315,0.203,0.051,-0.167,-0.106,0.191,0.621,0.36,0.0667,0.263,0.202,0.109,0.323,Information Technology,FNAS,200,2,GS
2.39,0.518,0.487,0.604,0.324,1,0.609,0.022,0.575,0.677,0.333,-0.013,-0.039,-0.159,0.293,-0.12,-0.0402,0.18,0.154,0.095,0.694,Health Information Management,FBMS,100,1,GS
2.71,0.303,0.19,0.395,0.188,4,0.637,0.151,0.267,0.226,0.323,0.153,-0.091,-0.203,0.32,0.42,-0.0108,0.282,0.056,0.085,0.652,Estate Management,FES,300,2,GS
2.4,0.653,0.586,0.753,0.547,3,0.253,0.284,0.296,0.608,0.281,-0.011,-0.039,-0.129,0.647,-0.0,-0.0543,0.308,0.447,0.103,0.337,Accounting,FAMSS,400,2,GS
1.34,0.31,0.119,0.333,0.25,3,0.205,0.005,0.201,0.305,0.54,-0.01,0.079,0.201,0.326,-0.25,-0.0098,0.149,0.0,0.197,0.17,Quantity Surveying,FES,100,1,NGS
3.46,0.53,0.845,0.718,0.685,2,0.64,0.0,0.346,0.488,0.044,0.032,-0.065,-0.013,0.662,0.22,-0.0368,0.287,0.482,0.057,0.538,Economics,FAMSS,400,1,GS
1.98,0.819,0.48,0.862,0.541,1,0.889,0.138,0.446,0.283,0.744,0.11,0.314,-0.036,0.643,0.4,-0.0874,0.634,0.319,0.083,0.747,Quantity Surveying,FES,100,1,GS
2.25,0.47,0.453,0.795,0.428,0,0.509,0.225,0.195,0.205,0.542,-0.154,0.101,0.071,0.357,-0.09,0.0132,0.434,0.231,0.042,0.499,Health Information Management,FBMS,300,1,NGS
2.68,0.715,0.477,0.529,0.618,0,0.466,0.105,0.154,0.206,0.329,0.233,-0.176,0.131,0.294,-0.24,-0.0322,0.959,0.503,0.0,0.429,Architecture,FES,100,2,GS
3.12,0.618,0.818,0.677,0.834,1,0.596,0.212,0.412,0.983,0.169,0.031,0.141,-0.19,0.705,-0.15,-0.0067,0.159,0.541,0.077,0.647,Criminology and Security Studies,FAMSS,300,2,GS
3.15,0.421,0.34,0.552,0.58,0,0.325,0.327,0.296,0.234,0.522,0.1,0.085,0.025,0.592,0.38,0.0432,0.493,0.177,0.0,0.29,Software Engineering,FNAS,200,2,GS
2.47,0.717,0.379,0.613,0.339,0,0.667,0.198,0.357,0.793,0.631,0.174,0.265,-0.067,0.503,-0.19,0.0573,0.747,0.292,0.027,0.34,Nursing,FBMS,400,1,GS
3.37,0.373,0.586,0.743,0.364,2,0.321,0.332,0.0,0.241,0.337,-0.103,-0.134,-0.086,0.463,0.27,0.0575,0.439,0.17,0.0,0.192,Criminology and Security Studies,FAMSS,100,2,GS
3.29,0.507,0.693,0.56,0.339,1,0.78,0.188,0.339,0.858,0.296,0.026,0.093,-0.011,0.739,-0.12,-0.0079,0.706,0.332,0.0,0.552,Health Information Management,FBMS,400,1,GS
2.59,0.473,0.553,0.492,0.585,0,0.217,0.768,0.371,0.35,0.08,0.02,-0.265,-0.066,0.638,-0.13,0.0364,0.0,0.253,0.0,0.14,English and Communication,FAMSS,100,2,GS
1.32,0.449,0.286,0.529,0.455,1,0.568,0.572,0.444,0.43,0.204,0.287,0.366,-0.015,0.615,0.45,-0.0097,0.807,0.104,0.0,0.336,History and International Relations,FAMSS,200,2,GS
1.64,0.265,0.158,0.554,0.403,3,0.353,0.326,0.397,0.144,0.527,-0.257,-0.017,0.039,0.158,-0.46,0.0291,0.352,0.27,0.158,0.243,Software Engineering,FNAS,300,2,NGS
2.64,0.407,0.431,0.531,0.461,0,0.502,0.0,0.057,0.114,0.331,-0.115,0.144,0.154,0.47,-0.04,0.0252,0.424,0.292,0.0,0.267,Architecture,FES,100,1,GS
2.45,0.677,0.686,0.858,0.763,1,0.732,0.099,0.471,0.524,0.483,0.125,-0.061,0.06,0.573,-0.1,0.0593,0.517,0.522,0.041,0.601,Industrial Chemistry,FNAS,200,1,GS
1.79,0.565,0.386,0.593,0.484,0,0.576,0.317,0.29,0.349,0.776,-0.285,-0.04,0.095,0.571,0.23,0.0321,0.764,0.158,0.029,0.378,Health Information Management,FBMS,200,1,GS
2.52,0.796,0.655,0.894,0.876,1,0.774,0.263,0.434,0.5,0.689,0.073,0.131,-0.016,0.801,0.03,-0.0563,0.335,0.586,0.034,0.422,Cybersecurity,FNAS,300,1,GS
3.5,0.69,0.766,0.79,0.632,1,0.516,0.532,0.524,0.347,0.104,-0.313,-0.169,0.049,0.292,0.13,-0.0081,0.182,0.445,0.0,0.177,Physics and Electronics,FNAS,100,2,GS
2.78,0.521,0.633,0.367,0.619,1,0.43,0.14,0.211,0.028,0.87,-0.036,0.048,0.099,0.376,-0.56,-0.0334,0.734,0.234,0.131,0.641,Architecture,FES,100,2,GS
2.64,0.704,0.54,0.457,0.526,0,0.551,0.369,0.509,0.482,0.202,0.147,0.17,0.193,0.575,0.33,-0.0566,0.469,0.262,0.0,0.419,Computer Science,FNAS,300,2,GS
2.24,0.72,0.756,0.643,0.662,0,0.451,0.292,0.259,0.116,0.411,-0.24,-0.01,-0.024,0.704,-0.19,0.0439,0.208,0.519,0.0,0.053,Software Engineering,FNAS,400,1,NGS
2.7,0.855,0.662,0.95,0.693,0,0.656,0.15,0.071,0.594,0.833,-0.023,-0.169,0.176,0.802,0.31,-0.0173,0.149,0.549,0.0,0.669,Biochemistry,FNAS,200,2,GS
2.57,0.832,0.645,0.845,0.76,0,0.591,0.34,0.552,0.468,0.954,-0.2,-0.103,0.112,0.414,-0.17,-0.0588,0.177,0.551,0.07,0.368,Software Engineering,FNAS,400,1,GS
2.88,0.518,0.253,0.453,0.207,1,0.96,0.137,0.67,0.276,0.471,0.393,0.087,-0.205,0.207,0.13,-0.0918,0.786,0.136,0.091,0.694,Quantity Surveying,FES,200,2,GS
4.07,0.59,0.591,0.596,0.614,1,0.828,0.047,0.417,0.129,0.348,0.048,0.165,0.287,0.786,-0.23,-0.031,0.153,0.37,0.0,0.762,Computer Science,FNAS,300,1,GS
2.78,0.563,0.758,0.746,0.632,0,0.578,0.414,0.597,0.404,0.366,-0.158,0.179,0.288,0.688,0.1,-0.0074,0.646,0.574,0.0,0.146,Doctor of Physiotherapy,FBMS,300,1,GS
0.9,0.393,0.258,0.32,0.074,4,0.327,0.24,0.225,0.368,0.272,0.033,-0.029,-0.16,0.184,-0.36,0.0916,0.218,0.041,0.357,0.304,Public Health,FBMS,200,1,NGS
2.43,0.243,0.144,0.262,0.185,9,0.574,0.03,0.211,0.409,0.64,-0.038,0.158,0.0,0.245,0.1,0.0036,0.782,0.0,0.311,0.518,Information Technology,FNAS,100,2,GS
3.15,0.789,0.696,0.692,0.689,0,0.492,0.119,0.583,0.116,0.589,0.165,0.118,0.134,0.729,0.23,0.04,0.522,0.675,0.0,0.501,Computer Engineering,FNAS,200,2,GS
2.86,0.652,0.495,0.738,0.407,0,0.603,0.261,0.284,0.0,0.383,-0.133,0.155,-0.064,0.762,0.31,-0.0694,0.708,0.25,0.016,0.58,History and International Relations,FAMSS,200,1,GS
2.64,0.322,0.449,0.242,0.209,2,0.602,0.436,0.395,0.225,0.547,-0.119,0.022,0.151,0.176,0.33,0.0688,0.368,0.312,0.066,0.287,Health Information Management,FBMS,200,1,GS
1.52,0.51,0.453,0.624,0.417,2,0.132,0.68,0.0,0.394,0.64,-0.129,-0.038,-0.092,0.525,-0.04,0.0269,0.467,0.196,0.047,0.0,History and International Relations,FAMSS,100,1,NGS
3.8,0.543,0.617,0.503,0.445,1,0.345,0.671,0.463,0.25,0.56,0.04,0.088,0.096,0.214,0.33,0.066,0.683,0.354,0.105,0.349,Quantity Surveying,FES,400,2,GS
3.2,0.842,0.48,0.805,0.505,1,0.752,0.498,0.901,0.634,0.447,0.341,0.275,-0.152,0.386,0.77,-0.0508,0.171,0.412,0.046,0.355,Economics,FAMSS,100,2,GS
2.61,0.511,0.697,0.823,0.577,2,0.477,0.498,0.761,0.157,0.401,0.064,-0.086,-0.047,0.54,-0.12,0.0109,0.351,0.458,0.172,0.287,Mathematics,FNAS,400,2,GS
2.67,0.629,0.538,0.629,0.451,2,0.452,0.094,0.704,0.395,0.567,0.334,0.072,-0.184,0.38,0.17,-0.0014,0.511,0.207,0.12,0.459,Health Information Management,FBMS,300,2,GS
2.85,0.822,0.626,0.586,0.574,0,0.519,0.108,0.566,0.845,0.706,0.132,-0.025,-0.11,0.731,-0.02,-0.0302,0.467,0.521,0.0,0.509,Computer Engineering,FNAS,200,2,GS
0.87,0.309,0.459,0.411,0.56,2,0.491,0.413,0.438,0.129,0.0,-0.294,0.154,-0.175,0.131,-0.26,-0.0637,0.353,0.138,0.28,0.52,Software Engineering,FNAS,200,1,NGS
3.12,0.033,0.181,0.233,0.194,3,0.395,0.773,0.121,0.263,0.523,-0.351,-0.431,-0.335,0.324,0.14,0.0182,0.133,0.082,0.038,0.086,Industrial Chemistry,FNAS,100,2,NGS
2.58,0.709,0.341,0.2,0.352,0,0.697,0.405,0.473,0.36,0.797,0.05,-0.046,-0.292,0.358,0.16,0.0173,0.391,0.12,0.0,0.4,Economics,FAMSS,100,1,GS
3.55,0.764,0.564,0.646,0.383,0,0.707,0.271,0.382,0.619,0.626,-0.146,0.089,0.126,0.398,-0.01,-0.0768,0.328,0.345,0.024,0.514,Estate Management,FES,100,2,GS
4.36,0.728,0.485,0.814,0.687,0,0.7,0.0,0.194,0.299,0.733,0.141,0.193,-0.079,0.716,0.52,-0.0882,0.495,0.474,0.058,0.747,Quantity Surveying,FES,200,1,GS
2.57,0.738,0.466,0.735,0.46,0,0.374,0.076,0.144,0.476,0.226,0.37,0.142,-0.118,0.536,0.13,-0.15,0.643,0.296,0.0,0.515,Physics and Electronics,FNAS,200,1,GS
2.6,0.671,0.467,0.881,0.829,2,0.337,0.151,0.517,0.48,0.657,0.197,-0.184,-0.15,0.729,-0.14,-0.108,0.45,0.348,0.019,0.265,History and International Relations,FAMSS,200,1,GS
2.34,0.645,0.731,0.665,0.319,0,0.62,0.371,0.303,0.308,0.792,0.334,-0.08,-0.002,0.682,0.35,-0.0141,0.383,0.521,0.0,0.578,Industrial Chemistry,FNAS,200,2,GS
3.2,0.407,0.265,0.465,0.393,0,0.371,0.103,0.833,0.278,0.309,0.057,0.118,0.228,0.444,0.27,-0.0044,0.0,0.156,0.0,0.37,Architecture,FES,200,2,GS
2.0,0.403,0.538,0.512,0.336,2,0.644,0.654,0.36,0.127,0.213,-0.015,0.058,-0.021,0.112,0.38,0.0759,0.337,0.103,0.156,0.383,Cybersecurity,FNAS,200,2,GS
2.45,0.663,0.509,0.65,0.57,0,0.596,0.152,0.139,0.349,0.768,0.085,0.225,0.206,0.686,0.09,-0.0335,0.829,0.307,0.0,0.349,Biochemistry,FNAS,300,1,GS
3.09,0.695,0.616,0.582,0.806,0,0.489,0.291,0.299,0.46,0.332,0.095,0.132,0.163,0.537,0.43,-0.0487,0.211,0.236,0.045,0.387,Nursing,FBMS,200,1,GS
3.26,0.629,0.822,0.681,0.481,1,0.757,0.16,0.441,0.624,0.474,0.126,0.014,0.22,0.689,0.04,0.0081,0.147,0.444,0.0,0.683,Quantity Surveying,FES,100,2,GS
2.99,0.509,0.644,0.464,0.254,2,0.368,0.399,0.495,0.0,0.451,0.039,0.035,0.07,0.37,-0.18,-0.0575,0.083,0.266,0.0,0.235,Accounting,FAMSS,200,2,GS
2.58,0.313,0.715,0.684,0.281,1,0.608,0.104,0.562,0.514,0.559,0.044,0.395,0.015,0.398,0.36,0.0215,0.583,0.166,0.095,0.497,Information Technology,FNAS,100,1,GS
3.62,0.808,0.688,0.837,0.779,1,0.67,0.175,0.751,0.193,0.894,0.17,0.292,-0.213,0.754,0.07,-0.0539,0.739,0.66,0.045,0.555,Software Engineering,FNAS,100,1,GS
3.15,0.497,0.421,0.571,0.491,1,0.684,0.199,0.325,0.37,0.736,0.185,0.274,-0.341,0.385,0.07,0.0189,1.0,0.314,0.007,0.555,Economics,FAMSS,400,1,GS
1.91,0.537,0.606,0.568,0.469,2,0.202,0.332,0.671,0.288,0.675,-0.213,0.078,0.085,0.388,0.34,0.0172,0.384,0.398,0.181,0.0,Cybersecurity,FNAS,100,2,GS
3.52,0.634,0.582,0.73,0.583,2,0.434,0.03,0.298,0.66,0.106,0.057,0.111,0.059,0.774,0.18,0.0661,0.109,0.284,0.0,0.361,Business Administration,FAMSS,200,2,GS
3.34,0.512,0.667,0.462,0.222,1,0.708,0.181,0.588,0.241,0.236,0.01,-0.101,0.054,0.467,0.35,-0.0597,0.101,0.228,0.0,0.55,Nursing,FBMS,500,1,GS
3.9,0.827,0.667,0.907,0.753,0,0.58,0.077,0.32,0.292,0.341,0.129,0.139,-0.01,0.595,-0.18,-0.0541,0.808,0.565,0.0,0.569,Software Engineering,FNAS,200,2,GS
1.57,0.614,0.232,0.362,0.348,2,0.218,0.582,0.462,0.416,0.586,0.061,0.031,-0.175,0.1,-0.23,0.0452,0.328,0.157,0.058,0.134,History and International Relations,FAMSS,200,2,NGS
3.25,0.53,0.678,0.702,0.589,0,0.363,0.177,0.457,0.391,0.263,0.106,-0.028,-0.03,0.597,-0.43,0.0482,0.268,0.357,0.035,0.579,Computer Engineering,FNAS,100,2,GS
1.77,0.435,0.459,0.265,0.333,4,0.274,0.405,0.26,0.177,0.328,-0.249,-0.5,-0.163,0.238,0.07,0.0913,0.057,0.217,0.274,0.086,Mathematics,FNAS,100,2,NGS
3.28,0.528,0.546,0.633,0.6,1,0.881,0.0,0.516,0.608,0.511,0.332,0.468,0.219,0.737,-0.27,-0.0232,0.731,0.361,0.0,0.733,Architecture,FES,300,1,GS
3.98,0.245,0.526,0.779,0.453,0,0.525,0.06,0.0,0.143,0.502,-0.118,0.229,0.184,0.371,0.23,0.0555,0.611,0.0,0.04,0.323,Biochemistry,FNAS,300,2,GS
2.49,0.886,0.971,0.933,0.709,0,0.545,0.327,0.363,0.338,0.7,0.276,0.041,-0.1,0.761,0.52,-0.0706,0.372,0.825,0.015,0.415,Cybersecurity,FNAS,100,2,GS
2.64,0.956,0.926,0.89,0.749,0,0.461,0.0,0.472,0.481,0.937,-0.051,0.112,-0.036,1.0,0.2,-0.0436,0.488,0.787,0.0,0.551,Software Engineering,FNAS,200,1,GS
1.71,0.589,0.494,0.289,0.591,1,0.408,0.393,0.559,0.304,0.512,0.021,0.009,0.121,0.654,0.42,-0.0691,0.811,0.321,0.0,0.324,English and Communication,FAMSS,200,1,GS
2.08,0.613,0.659,0.88,0.96,0,0.71,0.286,0.382,0.434,0.182,0.26,0.069,0.207,0.933,0.3,-0.0758,0.68,0.441,0.096,0.464,Computer Engineering,FNAS,200,2,GS
